image,conf,area,aspect_ratio,extent,solidity,circularity,compactness,rectangularity,eccentricity,vertex_count,bbox_w,bbox_h,best_iou_drone,best_iou_bird,label_bird_fp,label_true_drone,label_other_fp
BT (110).jpg,0.669269859790802,97284.0,1.3531598513011152,0.9935454879692798,1.0,0.7675957708359921,0.06108333061249089,0.9935454879692798,0.0,4.0,364.0,269.0,0.8954478500062631,0.0,0,1,0
BT (111).jpg,0.688357949256897,105656.0,1.3368794326241136,0.9938107869142352,1.0,0.7689769081074744,0.06119323802441332,0.9938107869142352,0.0,4.0,377.0,282.0,0.8952118208293336,0.0,0,1,0
BT (112).jpg,0.7222663760185242,99631.0,1.099337748344371,0.9936866671985957,1.0,0.7836284691701166,0.06235917220797946,0.9936866671985957,0.0,4.0,332.0,302.0,0.8459198260522167,0.0,0,1,0
BT (113).jpg,0.7444387078285217,114756.0,1.3447098976109215,0.9940576220093207,1.0,0.7683235261449205,0.061141243539879556,0.9940576220093207,0.0,4.0,394.0,293.0,0.878441951545486,0.0,0,1,0
BT (114).jpg,0.695685625076294,111375.0,1.261744966442953,0.9939936455804655,1.0,0.7748168265340738,0.061657963966836704,0.9939936455804655,0.0,4.0,376.0,298.0,0.8884598842162164,0.0,0,1,0
BT (115).jpg,0.7160212397575378,111969.0,1.2684563758389262,0.9940076701821668,1.0,0.7743331979452922,0.06161947802657412,0.9940076701821668,0.0,4.0,378.0,298.0,0.8677743625685045,0.0,0,1,0
BT (116).jpg,0.711062490940094,124690.0,1.0976331360946745,0.9943539769374312,1.0,0.7836870494411539,0.06236383387783108,0.9943539769374312,0.0,4.0,371.0,338.0,0.8352040607734346,0.0,0,1,0
BT (117).jpg,0.7651181221008301,138805.0,1.101123595505618,0.9946471566154552,1.0,0.783569148562721,0.062354451624032345,0.9946471566154552,0.0,4.0,392.0,356.0,0.8369001422041384,0.0,0,1,0
BT (118).jpg,0.7898176908493042,141246.0,1.1267605633802817,0.9946901408450705,1.0,0.7825932144797418,0.06227678925731335,0.9946901408450705,0.0,4.0,400.0,355.0,0.7743273531382172,0.0,0,1,0
BT (119).jpg,0.7474286556243896,143985.0,1.3132530120481927,0.9947012821929921,1.0,0.77092048181378,0.06134790270572433,0.9947012821929921,0.0,4.0,436.0,332.0,0.7440206317321505,0.0,0,1,0
BT (12).jpg,0.8486832976341248,30270.5,0.6772334293948127,0.3712122141149059,0.4924755149188169,0.17680931909972986,0.01407003855971713,0.3712122141149059,0.9286509927498278,10.0,235.0,347.0,0.0,0.8311278774626051,1,0,0
BT (120).jpg,0.7356588840484619,142661.0,1.3012048192771084,0.9946801093261937,1.0,0.7718718346418347,0.061423608958329004,0.9946801093261937,0.0,4.0,432.0,332.0,0.788343761544661,0.0,0,1,0
BT (121).jpg,0.7601375579833984,122694.0,1.0737463126843658,0.9943109987357776,1.0,0.7843992361422668,0.062420507894774296,0.9943109987357776,0.0,4.0,364.0,339.0,0.8760040243502935,0.0,0,1,0
BT (122).jpg,0.7356639504432678,109862.0,1.033639143730887,0.9939923637877061,1.0,0.7851819671284413,0.06248279564755473,0.9939923637877061,0.0,4.0,338.0,327.0,0.9437611742799601,0.0,0,1,0
BT (123).jpg,0.7346768379211426,111331.0,1.09375,0.9940267857142857,1.0,0.7838140748072834,0.062373942235289866,0.9940267857142857,0.0,4.0,350.0,320.0,0.9464333853909903,0.0,0,1,0
BT (124).jpg,0.7259889841079712,89232.0,0.9169329073482428,0.9933319232781557,1.0,0.7839134787785496,0.062381852551984834,0.9933319232781557,0.0,4.0,287.0,313.0,0.9179154083802921,0.0,0,1,0
BT (125).jpg,0.6178966164588928,70742.0,0.6666666666666666,0.9923687680610499,1.0,0.7537503857915379,0.05998154987807314,0.9923687680610499,0.0,4.0,218.0,327.0,0.7369938696693664,0.0,0,1,0
BT (126).jpg,0.5237959623336792,60610.0,0.596875,0.9916557591623036,1.0,0.7349513500954425,0.05848557014987585,0.9916557591623036,0.0,4.0,191.0,320.0,0.7690456984519645,0.0,0,1,0
BT (127).jpg,0.49430763721466064,54462.0,0.5573248407643312,0.9911191992720655,1.0,0.7214156112299976,0.05740843027545752,0.9911191992720655,0.0,4.0,175.0,314.0,0.8047464805514861,0.0,0,1,0
BT (128).jpg,0.7112262845039368,46860.0,1.0327102803738317,0.990823360257115,1.0,0.7851929006353316,0.06248366570838814,0.990823360257115,0.0,4.0,221.0,214.0,0.5911836651638763,0.0,0,1,0
BT (129).jpg,0.6991810202598572,40950.0,1.0765306122448979,0.9901828029790115,1.0,0.7843207996616492,0.06241426611796972,0.9901828029790115,0.0,4.0,211.0,196.0,0.6738100740049641,0.0,0,1,0
BT (13).jpg,0.6754803657531738,26763.0,0.667590027700831,0.3076171538258181,0.6345326299567304,0.28575884195582396,0.022739966114742525,0.3076171538258181,0.9426099441019715,8.0,241.0,361.0,0.0,0.9363559937720666,1,0,0
BT (130).jpg,0.7266179919242859,40548.0,1.1711229946524064,0.9901106146069885,1.0,0.7804706580099925,0.06210788158023713,0.9901106146069885,0.0,4.0,219.0,187.0,0.6835613457835751,0.0,0,1,0
BT (131).jpg,0.6971933245658875,41904.0,1.1128205128205129,0.9902871322226161,1.0,0.7831368147294865,0.06232004759071971,0.9902871322226161,0.0,4.0,217.0,195.0,0.658091807895333,0.0,0,1,0
BT (132).jpg,0.7452706098556519,38976.0,1.2857142857142858,0.9898666666666667,1.0,0.7730026720683555,0.06151359814146097,0.9898666666666667,0.0,4.0,225.0,175.0,0.7050850271819611,0.0,0,1,0
BT (133).jpg,0.7130895256996155,44270.0,1.225130890052356,0.990513268000179,1.0,0.7772820882831746,0.06185414326352902,0.990513268000179,0.0,4.0,234.0,191.0,0.7726621034456528,0.0,0,1,0
BT (134).jpg,0.7348884344100952,45450.0,1.1133004926108374,0.9906709098042635,1.0,0.7831194494877727,0.062318665708691344,0.9906709098042635,0.0,4.0,226.0,203.0,0.7912108730806305,0.0,0,1,0
BT (135).jpg,0.7167324423789978,41664.0,1.2032085561497325,0.9902317290552585,1.0,0.7786514950574964,0.061963117192147435,0.9902317290552585,0.0,4.0,225.0,187.0,0.8218412276818008,0.0,0,1,0
BT (136).jpg,0.6878359317779541,41630.0,1.2692307692307692,0.9902002759145616,1.0,0.7742347142684632,0.06161164094458347,0.9902002759145616,0.0,4.0,231.0,182.0,0.8150702870272926,0.0,0,1,0
BT (137).jpg,0.6748616695404053,46215.0,1.2142857142857142,0.9907177156576916,1.0,0.7779744539054586,0.061909239969135714,0.9907177156576916,0.0,4.0,238.0,196.0,0.7831761345433622,0.0,0,1,0
BT (138).jpg,0.7358900308609009,40584.0,1.2793296089385475,0.9900709911931888,1.0,0.7734863516057667,0.06155208813608668,0.9900709911931888,0.0,4.0,229.0,179.0,0.7428533370096179,0.0,0,1,0
BT (139).jpg,0.746225118637085,40950.0,1.2349726775956285,0.990134919483534,1.0,0.7766314264770812,0.06180236524216858,0.990134919483534,0.0,4.0,226.0,183.0,0.7924480336841113,0.0,0,1,0
BT (14).jpg,0.5344966053962708,22813.0,0.6531531531531531,0.7086983535259397,0.8984325771896661,0.6097622458329319,0.048523337767563186,0.7086983535259397,0.7999317074884046,10.0,145.0,222.0,0.0,0.5939633063103106,1,0,0
BT (140).jpg,0.730789065361023,44655.0,1.1734693877551021,0.9905723158828749,1.0,0.7803478770584072,0.06209811098255598,0.9905723158828749,0.0,4.0,230.0,196.0,0.8056230176663586,0.0,0,1,0
BT (141).jpg,0.7422174215316772,44544.0,1.2072538860103628,0.9905490448975961,1.0,0.7784081477032737,0.06194375222499101,0.9905490448975961,0.0,4.0,233.0,193.0,0.782606642650198,0.0,0,1,0
BT (142).jpg,0.7356581091880798,46728.0,1.1909547738693467,0.990776668150881,1.0,0.7793770387826449,0.06202085412729079,0.990776668150881,0.0,4.0,237.0,199.0,0.7712687518947388,0.0,0,1,0
BT (143).jpg,0.720134973526001,48278.0,1.1822660098522169,0.9909277504105091,1.0,0.7798695509073279,0.06206004699687879,0.9909277504105091,0.0,4.0,240.0,203.0,0.7626412880807982,0.0,0,1,0
BT (144).jpg,0.6743688583374023,44319.0,1.2659574468085106,0.9905015197568389,1.0,0.7744762638753007,0.06163086285154851,0.9905015197568389,0.0,4.0,238.0,188.0,0.6826640552071075,0.0,0,1,0
BT (145).jpg,0.7175291776657104,41995.0,1.2258064516129032,0.9902612714582154,1.0,0.7772362115155962,0.061850492506362424,0.9902612714582154,0.0,4.0,228.0,186.0,0.5592873328051146,0.0,0,1,0
BT (146).jpg,0.7078603506088257,44776.0,1.2010309278350515,0.9905756382460953,1.0,0.7787845129806868,0.06197370242214524,0.9905756382460953,0.0,4.0,233.0,194.0,0.8172923708150293,0.0,0,1,0
BT (147).jpg,0.7332359552383423,43524.0,1.2566844919786095,0.9904198429855501,1.0,0.7751399016714409,0.06168367346938766,0.9904198429855501,0.0,4.0,235.0,187.0,0.7814146990930022,0.0,0,1,0
BT (148).jpg,0.71616530418396,48039.0,1.188118811881188,0.9909034653465346,1.0,0.7795401316415294,0.062033832644628015,0.9909034653465346,0.0,4.0,240.0,202.0,0.7785268498028847,0.0,0,1,0
BT (149).jpg,0.9158015847206116,59173.0,0.6673866090712743,0.41360341658104244,0.7007282846823376,0.3976729783065966,0.03164581011578544,0.41360341658104244,0.7977859273892522,7.0,309.0,463.0,0.9541418320176981,0.0,0,1,0
BT (15).jpg,0.4141746163368225,30899.5,0.7287066246056783,0.4219686727573163,0.7737254607371795,0.4040529358008625,0.03215351100174972,0.4219686727573163,0.8782096178180244,9.0,231.0,317.0,0.0,0.7660322578423037,1,0,0
BT (150).jpg,0.9234477877616882,59304.0,0.6761487964989059,0.41996133500456756,0.7099937146448775,0.398470525804497,0.03170927692910615,0.41996133500456756,0.8016005335514664,7.0,309.0,457.0,0.971752636174176,0.0,0,1,0
BT (151).jpg,0.9264345169067383,59026.5,0.6761487964989059,0.4179962184784687,0.7060501668640328,0.39771000851732224,0.031648756886325805,0.4179962184784687,0.8021642442013497,8.0,309.0,457.0,0.9854152170325066,0.0,0,1,0
BT (152).jpg,0.9268521666526794,59044.5,0.6761487964989059,0.4181236854963778,0.7056450890056111,0.3950330112768013,0.03143572821458966,0.4181236854963778,0.8092100563630222,8.0,309.0,457.0,0.986190786121967,0.0,0,1,0
BT (153).jpg,0.9017918705940247,59052.5,0.6835164835164835,0.41731740927882405,0.7077495595479224,0.39700403755726477,0.03159257750233956,0.41731740927882405,0.7876172455110619,8.0,311.0,455.0,0.9701643043728628,0.0,0,1,0
BT (154).jpg,0.8936082720756531,59416.0,0.6767895878524945,0.4130930530062851,0.7051381710508358,0.39749435824846374,0.03163159598319184,0.4130930530062851,0.8052750325054528,7.0,312.0,461.0,0.9672414334648468,0.0,0,1,0
BT (155).jpg,0.9257452487945557,59659.5,0.6688172043010753,0.412540192926045,0.6951296242353626,0.38370105768930224,0.030533960000420458,0.412540192926045,0.8187318377204542,8.0,311.0,465.0,0.9679411681759004,0.0,0,1,0
BT (156).jpg,0.9262980818748474,59660.0,0.6688172043010753,0.4125436503820489,0.6944598031626673,0.38429297467660084,0.030581063257634777,0.4125436503820489,0.8161979427531216,8.0,311.0,465.0,0.9679639290948592,0.0,0,1,0
BT (157).jpg,0.9102491140365601,59821.5,0.6695278969957081,0.4114497358864312,0.6860735830447049,0.379928626692458,0.03023375948011004,0.4114497358864312,0.8147276041118576,8.0,312.0,466.0,0.9390352326745496,0.0,0,1,0
BT (158).jpg,0.9213224053382874,58932.0,0.6738197424892703,0.4027500615073399,0.6885946975450732,0.3826190582797308,0.030447857223192556,0.4027500615073399,0.8276230272211651,8.0,314.0,466.0,0.980111867712648,0.0,0,1,0
BT (159).jpg,0.9219090342521667,58946.5,0.6738197424892703,0.40284915666602883,0.6887198630657156,0.3821245976901167,0.030408509299691952,0.40284915666602883,0.830343751032637,8.0,314.0,466.0,0.9802853425831812,0.0,0,1,0
BT (16).jpg,0.7727571725845337,31206.5,0.6337662337662338,0.33219608260591865,0.678026311501233,0.31584435206407613,0.02513409493932728,0.33219608260591865,0.9221291259289239,9.0,244.0,385.0,0.8426374288126071,0.0,0,1,0
BT (160).jpg,0.9167184233665466,60093.0,0.673866090712743,0.4159951819239076,0.7001642839665839,0.39638366440267747,0.03154320977528252,0.4159951819239076,0.8145212726164552,7.0,312.0,463.0,0.9657959447908281,0.0,0,1,0
BT (161).jpg,0.9191868901252747,60849.5,0.6745182012847966,0.4136467149315115,0.6821004607158471,0.3781784132355006,0.03009448191853968,0.4136467149315115,0.8065822928911707,7.0,315.0,467.0,0.9369901205594,0.0,0,1,0
BT (162).jpg,0.9228554368019104,60359.5,0.6673773987206824,0.4111766589235475,0.6733244835125608,0.3690573686553322,0.029368652252992,0.4111766589235475,0.8174668947169017,10.0,313.0,469.0,0.9635799253669453,0.0,0,1,0
BT (163).jpg,0.9154878854751587,60891.5,0.6581196581196581,0.4224352036852037,0.6831494331536403,0.37231018900374835,0.02962750347171217,0.4224352036852037,0.8081674666743541,9.0,308.0,468.0,0.9521823766429465,0.0,0,1,0
BT (164).jpg,0.9159401655197144,60877.5,0.6595289079229122,0.42324244278205736,0.6839630590852405,0.37326533103919063,0.029703511259859917,0.42324244278205736,0.788863916137886,8.0,308.0,467.0,0.9512278679868977,0.0,0,1,0
BT (165).jpg,0.9150835275650024,60790.5,0.6702819956616052,0.4267527325569151,0.6878231746642378,0.37887677254778934,0.03015005558684218,0.4267527325569151,0.7965102331002176,9.0,309.0,461.0,0.9420742846224355,0.0,0,1,0
BT (166).jpg,0.9180145859718323,60608.5,0.670995670995671,0.4231846110878369,0.6908565533828416,0.3820350971678918,0.03040138707443125,0.4231846110878369,0.8084742450185496,9.0,310.0,462.0,0.9476420415600365,0.0,0,1,0
BT (167).jpg,0.8974852561950684,60626.5,0.6767895878524945,0.42150912175315647,0.6914242702446869,0.3792883751672218,0.030182809882578304,0.42150912175315647,0.7912822147759668,9.0,312.0,461.0,0.9593259364920604,0.0,0,1,0
BT (168).jpg,0.8966993689537048,60629.5,0.6767895878524945,0.42152997942043496,0.6916083477348299,0.3784218392875168,0.030113853148267537,0.42152997942043496,0.7940084105410438,9.0,312.0,461.0,0.9591887216186022,0.0,0,1,0
BT (169).jpg,0.9072060585021973,60564.5,0.6753246753246753,0.4201666389166389,0.6844838498225628,0.37509482121846066,0.029849097462544372,0.4201666389166389,0.7986816421405768,9.0,312.0,462.0,0.9690513592075765,0.0,0,1,0
BT (17).jpg,0.7862064838409424,30978.0,0.6568364611260054,0.33898342178694535,0.6809698621705392,0.3254455958795376,0.025898137645857865,0.33898342178694535,0.9203518629908194,9.0,245.0,373.0,0.0,0.8387581562807355,1,0,0
BT (170).jpg,0.916147768497467,60595.5,0.6731182795698925,0.416335154076059,0.6799887782297658,0.37110665138602694,0.029531728991183465,0.416335154076059,0.805878430519022,9.0,313.0,465.0,0.9740153379989197,0.0,0,1,0
BT (171).jpg,0.9155176281929016,60673.0,0.6752688172043011,0.4155400315046915,0.6806636900087505,0.3697430675077636,0.029423218433910454,0.4155400315046915,0.809757636576083,9.0,314.0,465.0,0.9621522471555886,0.0,0,1,0
BT (172).jpg,0.923862636089325,60606.0,0.6774891774891775,0.4191112401975022,0.6892410569591102,0.3800705487473149,0.03024505327839215,0.4191112401975022,0.7713165317098014,9.0,313.0,462.0,0.952538217541984,0.0,0,1,0
BT (173).jpg,0.9181101322174072,60435.0,0.6811279826464208,0.4175014161957528,0.6914166404484741,0.38152007064995774,0.030360402566354947,0.4175014161957528,0.7891489522345579,9.0,314.0,461.0,0.9509888839509358,0.0,0,1,0
BT (174).jpg,0.9192642569541931,60558.0,0.6767895878524945,0.4210328716836309,0.6940904089492023,0.38428603345769985,0.030580510892985194,0.4210328716836309,0.7946399530261241,9.0,312.0,461.0,0.9270643689420736,0.0,0,1,0
BT (175).jpg,0.9195886254310608,60245.0,0.6753246753246753,0.41795010545010547,0.6900284051862372,0.3805056875531606,0.030279680524332882,0.41795010545010547,0.8052343150959274,9.0,312.0,462.0,0.973919895775512,0.0,0,1,0
BT (176).jpg,0.9167665243148804,60143.5,0.6803455723542117,0.41237958106208644,0.6894897339187656,0.38197366122497556,0.030396498157431933,0.41237958106208644,0.8121019860761011,8.0,315.0,463.0,0.9799785668431251,0.0,0,1,0
BT (177).jpg,0.9192128777503967,59953.0,0.6688311688311688,0.41996245394303644,0.6921260887885802,0.3861803015986313,0.030731251962070556,0.41996245394303644,0.8039994406307466,9.0,309.0,462.0,0.9742231441478076,0.0,0,1,0
BT (178).jpg,0.9142928719520569,60022.0,0.665948275862069,0.41863352304430307,0.6917048885610897,0.38544157034715815,0.030672465596926348,0.41863352304430307,0.7934620838616554,9.0,309.0,464.0,0.9737025783194897,0.0,0,1,0
BT (179).jpg,0.9142132997512817,59967.0,0.6637931034482759,0.41960787057769816,0.6923716387063998,0.3853556971946269,0.030665632028574235,0.41960787057769816,0.8005179640273331,9.0,308.0,464.0,0.9736666813811208,0.0,0,1,0
BT (18).jpg,0.7621862888336182,30904.5,0.6465968586387435,0.32753778324183397,0.670357797468629,0.30682806164637966,0.02441660134516304,0.32753778324183397,0.9131895031832378,8.0,247.0,382.0,0.0,0.9378250953447149,1,0,0
BT (180).jpg,0.9170827269554138,59788.0,0.6609442060085837,0.4165598350147706,0.6867487178309087,0.37813948813790355,0.03009138435769322,0.4165598350147706,0.8074467961282562,9.0,308.0,466.0,0.9756262512196471,0.0,0,1,0
BT (181).jpg,0.9143561720848083,59524.5,0.670995670995671,0.4156158357771261,0.695042707098778,0.38549139412495803,0.030676430447186532,0.4156158357771261,0.811698062150683,9.0,310.0,462.0,0.9622059607634763,0.0,0,1,0
BT (182).jpg,0.9123096466064453,59734.0,0.6767895878524945,0.4153039657378052,0.6986432748538012,0.38968020416327026,0.031009765358821703,0.4153039657378052,0.7877036311301735,9.0,312.0,461.0,0.9397333235030683,0.0,0,1,0
BT (183).jpg,0.9113416075706482,59733.0,0.6767895878524945,0.4152970131820457,0.6981416549789621,0.38920891437774663,0.0309722613093243,0.4152970131820457,0.7855421281147579,9.0,312.0,461.0,0.9401946964090054,0.0,0,1,0
BT (184).jpg,0.9170659780502319,59344.5,0.6791208791208792,0.4220953803478075,0.7038176901729168,0.39752057452376394,0.03163368220809358,0.4220953803478075,0.8039333766529508,8.0,309.0,455.0,0.963344766542396,0.0,0,1,0
BT (185).jpg,0.91771000623703,59309.5,0.6703056768558951,0.4218134361264811,0.6996066080412383,0.39022126194139095,0.031052821368764815,0.4218134361264811,0.8001587460496431,9.0,307.0,458.0,0.928258268969377,0.0,0,1,0
BT (186).jpg,0.9235967397689819,59224.5,0.6681034482758621,0.4117387374860957,0.6877253488007524,0.38218358218508336,0.03041320313666181,0.4117387374860957,0.8198697204944093,8.0,310.0,464.0,0.9792633409384025,0.0,0,1,0
BT (187).jpg,0.9205869436264038,59527.0,0.6739130434782609,0.4174403927068724,0.6954088785046729,0.3903041157690924,0.0310594146668812,0.4174403927068724,0.8262775403088227,9.0,310.0,460.0,0.9751715638769107,0.0,0,1,0
BT (188).jpg,0.9151882529258728,59621.0,0.6789587852494577,0.41319398723430795,0.6904934246718126,0.384530164322618,0.030599938209941703,0.41319398723430795,0.8155544443638834,9.0,313.0,461.0,0.9841274704066818,0.0,0,1,0
BT (189).jpg,0.9170343279838562,59110.5,0.6731601731601732,0.4113980874431035,0.6877232376586659,0.3803889275156185,0.030270389055767667,0.4113980874431035,0.8285463003334743,8.0,311.0,462.0,0.9814350845629656,0.0,0,1,0
BT (19).jpg,0.7421232461929321,25985.5,0.34332425068119893,0.561945850092989,0.8032487905905628,0.3531045843879927,0.028099170016879133,0.561945850092989,0.9648984268215952,9.0,126.0,367.0,0.0,0.9380785640309809,1,0,0
BT (190).jpg,0.9140987992286682,59156.5,0.6695278969957081,0.40687589413447783,0.6841353548670622,0.3759200326151377,0.029914765698982826,0.40687589413447783,0.8189733204340133,8.0,312.0,466.0,0.9769396958333325,0.0,0,1,0
BT (191).jpg,0.9125775098800659,59277.5,0.6709677419354839,0.40858491866556385,0.6856893330788495,0.3782854569144427,0.030103000183854863,0.40858491866556385,0.8239334298510617,8.0,312.0,465.0,0.9716690814862582,0.0,0,1,0
BT (192).jpg,0.9192646741867065,58989.5,0.6724511930585684,0.41277377370372964,0.6940145298391129,0.3840729058109774,0.03056355073374248,0.41277377370372964,0.8166340399865905,9.0,310.0,461.0,0.9812479445551426,0.0,0,1,0
BT (193).jpg,0.9120543599128723,58859.0,0.6760869565217391,0.4114287711449741,0.6980473081552903,0.3878912640292984,0.030867406026213153,0.4114287711449741,0.8248076884081045,8.0,311.0,460.0,0.9830892001095243,0.0,0,1,0
BT (194).jpg,0.9076521992683411,58735.5,0.6790393013100436,0.4123583594265575,0.7027710973114613,0.392884172586817,0.03126472906488061,0.4123583594265575,0.8249193824995648,9.0,311.0,458.0,0.9809510082883518,0.0,0,1,0
BT (195).jpg,0.9077496528625488,58663.5,0.6805251641137856,0.41275408613423203,0.7038001259710267,0.3924025610144566,0.0312264036336849,0.41275408613423203,0.8233598284146642,8.0,311.0,457.0,0.9821846887184056,0.0,0,1,0
BT (196).jpg,0.9051805734634399,58494.5,0.6695652173913044,0.41286349520045174,0.7000257298604006,0.3930891772722653,0.03128104281940365,0.41286349520045174,0.8125840054966854,8.0,308.0,460.0,0.982980558166876,0.0,0,1,0
BT (197).jpg,0.9064566493034363,58711.5,0.6857142857142857,0.4135777683854607,0.7068862762095682,0.3968658017242154,0.03158157704426844,0.4135777683854607,0.8110069653140689,9.0,312.0,455.0,0.9791536317798731,0.0,0,1,0
BT (198).jpg,0.9050672054290771,58869.5,0.6855895196506551,0.40935040191360944,0.7043575539310114,0.3951303224863292,0.03144347199459697,0.40935040191360944,0.8017287745373607,8.0,314.0,458.0,0.721316817227103,0.0,0,1,0
BT (199).jpg,0.912390410900116,58543.5,0.6797385620915033,0.40880048600636837,0.7034111116451194,0.39333669112067093,0.031300739345632385,0.40880048600636837,0.7992989587440107,9.0,312.0,459.0,0.7231427037976488,0.0,0,1,0
BT (2).jpg,0.8582953810691833,28703.0,0.7173252279635258,0.3696744114162073,0.7015704246868316,0.35486977929208297,0.02823963976413243,0.3696744114162073,0.8824756979701149,9.0,236.0,329.0,0.0,0.8426475201072522,1,0,0
BT (20).jpg,0.6375113725662231,26229.0,0.3082191780821918,0.44358193810248603,0.755073840573452,0.2978828851056887,0.023704766813522727,0.44358193810248603,0.972841402924913,9.0,135.0,438.0,0.0,0.9714185594925444,1,0,0
BT (200).jpg,0.9093020558357239,58408.5,0.6843267108167771,0.4159260841700491,0.7075744268451498,0.3988857307440166,0.03174231788836651,0.4159260841700491,0.8118880562664509,9.0,310.0,453.0,0.7328200520364493,0.0,0,1,0
BT (201).jpg,0.9031379222869873,58202.5,0.6799116997792495,0.41715045440211,0.7061824711684876,0.3946643027101429,0.031406387319117664,0.41715045440211,0.8127716409249084,9.0,308.0,453.0,0.9537954424723335,0.0,0,1,0
BT (202).jpg,0.9103980660438538,58787.5,0.6695652173913044,0.4149315358554489,0.7069629006072996,0.39342897171603036,0.03130808280208384,0.4149315358554489,0.8348311880605499,9.0,308.0,460.0,0.9745471221491374,0.0,0,1,0
BT (203).jpg,0.5265821814537048,53500.0,0.8565737051792829,0.991383303993329,1.0,0.7806703652973299,0.06212377378121277,0.991383303993329,0.0,4.0,215.0,251.0,0.7627411732809806,0.0,0,1,0
BT (205).jpg,0.38212791085243225,265780.0,0.8852459016393442,0.9961246411357725,1.0,0.7824769025555461,0.06226753344847523,0.9961246411357725,0.0,4.0,486.0,549.0,0.5508445418147945,0.0,0,1,0
BT (205).jpg,0.3606170117855072,156415.0,0.5274725274725275,0.9947026353276354,1.0,0.7098745708199188,0.05649002346061389,0.9947026353276354,0.0,4.0,288.0,546.0,0.8210452109807392,0.0,0,1,0
BT (206).jpg,0.5352752804756165,261120.0,0.8825688073394495,0.9960899502183906,1.0,0.782330201821677,0.062255859374999986,0.9960899502183906,0.0,4.0,481.0,545.0,0.5232195116062959,0.0,0,1,0
BT (207).jpg,0.44789358973503113,250483.0,0.8560885608856088,0.9960037854688891,1.0,0.7806577997265243,0.06212277384485959,0.9960037854688891,0.0,4.0,464.0,542.0,0.5382071935565846,0.0,0,1,0
BT (208).jpg,0.4536955654621124,227168.0,0.8014981273408239,0.9939444852812489,0.9989709853035593,0.7739894703813919,0.0615921250561383,0.9939444852812489,0.9978164202936487,4.0,428.0,534.0,0.6171133118804726,0.0,0,1,0
BT (209).jpg,0.34464123845100403,203770.0,0.6191304347826087,0.995456765999023,1.0,0.741751938809387,0.05902674380475549,0.995456765999023,0.0,4.0,356.0,575.0,0.7751117471565505,0.0,0,1,0
BT (21).jpg,0.727935791015625,26460.5,0.6824512534818942,0.3008413393212438,0.6407133430996284,0.2885692935839226,0.0229636147492088,0.3008413393212438,0.9366519484263206,8.0,245.0,359.0,0.9281510769034808,0.5794333860286568,0,1,0
